"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"348-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0176	1.5471	0.848666012	1.7651	1.2574	1.438549995	1.317	1.0019	0.858764827	1.7275	1.2265	0.793339074	1.3916	0.9789	1.25539887	2.7976	1.7364	2.186293364	"-"	"kegg:3-octaprenyl-4hydroxybenzoate_decarboxylase_uniprot:A0A2G4F3X3_9CYAN_UbiD_family_decarboxylase_(TrEMBL)_pfam:UbiD"	"Prok_bin48_NODE_184_length_75664_cov_257.904_49"	"Prok_bin48"	0.048145832636963	0.564476985618553	0.0741639584530097	0.0937273495170247	0.0724593816644378	0.0824578305104718	0.101435829715084	0.0451141727974988	0.0448715902415833	0.249549932543511	0.042994104305937	0.0333634712921112	0.0554594179714219	0.0339045151859612	0.0351252931582437	1.13778867066667	1.487016665	1.059221609	1.24911302466667	1.20863295666667	0.228928925569508	0.0828815205639781	0.063807197584722	0.108635836047187	0.0414964087718756
"349-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6061	0.9957	0.832000494	2.0601	0.7604	1.300610781	0.8597	0.7794	0.525682449	1.5314	0.7966	0.636996925	1.3936	1.0528	1.597923279	2.6162	1.9735	2.711672783	"-"	"kegg:Inorganic_pyrophosphatase_uniprot:K9VB86_9CYAN_Inorganic_pyrophosphatase_(TrEMBL)_pfam:Pyrophosphatase"	"Prok_bin48_NODE_186_length_75037_cov_260.716_13"	"Prok_bin48"	0.0286764830594175	0.363292440424273	0.0727075777719487	0.10939193968615	0.043819082088149	0.0745511408797373	0.0662144136720254	0.0350953051984934	0.0274675984706114	0.221221862053333	0.0279242588586298	0.0267885817261544	0.055539123947236	0.0364640653670242	0.0447089167917261	0.811266831333333	1.37370359366667	0.721594149666667	0.988332308333333	1.34810775966667	0.154892167085213	0.0759207208846786	0.0429257724470434	0.0919782342127058	0.0455707020353288
"350-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8184	1.164	0.876402497	1.2556	0.9652	0.966921568	0.8443	0.8335	0.734106898	1.2075	1.0809	0.714997828	1.0681	0.839	0.888757646	1.1566	0.9991	1.059499621	"-"	"kegg:protein_translocase_subunit_secA_uniprot:F5UQ58_9CYAN_Protein_translocase_subunit_SecA_(TrEMBL)_pfam:DEAD"	"Prok_bin48_NODE_186_length_75037_cov_260.716_44"	"Prok_bin48"	0.0387210587952934	0.424698604653865	0.0765878183603068	0.066672743784248	0.0556209600624426	0.0554240416031308	0.0650282999456684	0.0375313534551505	0.0383580497068679	0.174432152559357	0.0378901975901242	0.0300688700332437	0.042566976383498	0.0290590338553697	0.0248668957798095	0.952934165666667	1.062573856	0.803968966	1.00113260933333	0.931952548666667	0.180002493936489	0.0592392484832738	0.0469725677025622	0.0807970733942417	0.0321643020062257
"351-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1066	0.9752	1.483106732	1.6579	0.9958	1.237739921	1.2009	0.8276	0.684218347	1.4957	1.0441	0.929319978	1.1964	0.7769	1.034144044	1.6411	0.7537	1.433215618	"-"	"kegg:Phosphoenolpyruvate_carboxylase_type_1_uniprot:F5ULA1_9CYAN_Phosphoenolpyruvate_carboxylase_(TrEMBL)_pfam:PEPcase"	"Prok_bin48_NODE_186_length_75037_cov_260.716_9"	"Prok_bin48"	0.0523567004678295	0.355812782868084	0.12960701206145	0.0880349967504817	0.0573843265957111	0.0709473768562786	0.0924937645443008	0.0372656846064577	0.0357513073859946	0.216064737542883	0.0366001991894242	0.0390820790546218	0.0476801147319698	0.0269081804555861	0.0289347183444188	1.188302244	1.29714664033333	0.904239449	1.156373326	1.002481348	0.179258831799121	0.0721222334008238	0.0551702521789177	0.0972490052623096	0.0345076711773249
"352-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6995	1.5228	0	1.8054	1.0317	0	0.8935	0.9969	0	1.4927	1.0565	0	1.1838	1.2082	0	1.8514	1.1839	0	"-"	"kegg:protein_of_unknown_function_DUF820_uniprot:A0A2G4EZ02_9CYAN_Uma2_family_endonuclease_(TrEMBL)_pfam:Uma2"	"Prok_bin48_NODE_1888_length_17441_cov_296.464_3"	"Prok_bin48"	0.0330955286257426	0.555610854954387	0	0.0958672918350441	0.0594531128226503	0	0.0688177022402637	0.0448890297053863	0	0.215631365735282	0.0370348725635731	0	0.0471779670843413	0.0418463941645503	0	0.740766666666667	0.9457	0.630133333333333	0.849733333333333	0.797333333333333	0.196235461193376	0.0517734682192315	0.0379022439818834	0.0842220794329517	0.0296747870829639
"353-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6089	0.8131	0.812655151	1.6508	0.6496	1.078230262	0.8867	0.5482	0.678263545	1.3079	0.7328	0.609922409	1.2518	0.745	1.190594435	1.3089	1.0619	1.554482698	"-"	"kegg:alkyl_hydroperoxide_reductase/Thiol_specific_antioxidant/Mal_allergen_uniprot:F5UG40_9CYAN_Alkyl_hydroperoxide_reductase/_Thiol_specific_antioxidant/_Mal_allergen_(TrEMBL)_pfam:AhpC-TSA"	"Prok_bin48_NODE_1963_length_16845_cov_253.076_11"	"Prok_bin48"	0.0288089598001639	0.296668758972558	0.0710170102292117	0.0876579845803095	0.0374340816997127	0.0618042671469736	0.0682939637117424	0.0246846886192123	0.0354401611595624	0.188935662387067	0.025687794240025	0.0256499767249417	0.0498879702620193	0.025803313733314	0.0333121046715205	0.744885050333333	1.12621008733333	0.704387848333333	0.883540803	1.06246481166667	0.132164909667311	0.0622987778089986	0.0428062711635057	0.0800911444506779	0.0363344628889512
"354-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9772	1.0009	1.100797415	2.1139	0.9266	1.315936327	0.7771	1.3468	0.78870672	1.6429	0.8936	0.726707339	1.3475	0.9709	1.258560181	2.7336	1.9783	2.152887106	"-"	"kegg:hypothetical_protein_uniprot:K9VQA1_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF937"	"Prok_bin48_NODE_1963_length_16845_cov_253.076_3"	"Prok_bin48"	0.0462343825204798	0.365189719414136	0.0961974352653119	0.112248736130553	0.0533965826708033	0.0754296027190482	0.0598525309579283	0.0606445432914177	0.0412109621259828	0.237328847569166	0.0313245263822139	0.0305613075632942	0.053701901204722	0.033627432622382	0.0352137447080204	1.02629913833333	1.45214544233333	0.970868906666667	1.08773577966667	1.19232006033333	0.169207179066642	0.080358307173468	0.0539026787917763	0.0997382271715581	0.0408476928450414
"355-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6881	1.1282	0	1.5397	0.8827	0	1.0074	0.6908	0	1.1696	1.0135	0	1.2159	0.893	0	1.5252	0.9353	0	"-"	"kegg:Dihydrolipoyllysine-residue_acetyltransferase_uniprot:F5UDW1_9CYAN_Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex_(TrEMBL)_pfam:2-oxoacid_dh"	"Prok_bin48_NODE_204_length_71609_cov_267.649_10"	"Prok_bin48"	0.0325561590384181	0.41163656853135	0	0.0817585406217001	0.0508667855854933	0	0.0775903225929957	0.0311057696062603	0	0.168957222056666	0.0355275374757987	0	0.0484572479961569	0.0309293411595294	0	0.605433333333333	0.807466666666667	0.566066666666667	0.7277	0.702966666666667	0.148064242523256	0.0442084420690645	0.0362320307330853	0.0681615865108216	0.0264621963852288
"356-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.778	0.9274	0.795261919	1.6524	0.8068	1.051485181	1.0255	0.7637	0.593351483	1.3863	0.8341	0.562210321	1.4055	1.0326	1.373073339	2.1325	1.4743	1.872348547	"-"	"kegg:hypothetical_protein_uniprot:F5UDW0_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:ATP-synt_G"	"Prok_bin48_NODE_204_length_71609_cov_267.649_11"	"Prok_bin48"	0.0368096086788102	0.338372410615116	0.0694970354485891	0.0877429450693624	0.0464929450666999	0.0602712364120308	0.0789843913233245	0.0343883558892602	0.0310033943837942	0.20026111229237	0.0292387952723865	0.0236434691288282	0.0560133745033296	0.0357644318939866	0.0384177528852989	0.833553973	1.17022839366667	0.794183827666667	0.927536773666667	1.270391113	0.148226351580838	0.0648357088493644	0.0481253805321263	0.0843811255645283	0.0433985197608717
"357-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6036	1.0014	1.311798453	1.9387	1.2129	1.353844404	0.7078	0.5609	0.670876145	1.1557	0.8004	0.809604466	1.1665	1.0686	1.142267585	3.1406	0.9433	4.204936981	"-"	"kegg:NUDIX_hydrolase_uniprot:K9VSM8_9CYAN_NUDIX_hydrolase_(TrEMBL)_pfam:NUDIX"	"Prok_bin48_NODE_204_length_71609_cov_267.649_60"	"Prok_bin48"	0.0285582002551797	0.365372150086238	0.114636576216527	0.102945562579262	0.06989500876475	0.077602497508321	0.0545150191893214	0.025256552073178	0.0350541598058406	0.166949266014782	0.0280574652152238	0.0340475040806524	0.0464885103935497	0.0370113034300931	0.0319599489429874	0.972266151	1.50181480133333	0.646525381666667	0.921901488666667	1.125789195	0.169522308852648	0.0834810229507777	0.0382752436894467	0.0763514117702194	0.0384865875888767
"358-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8392	1.6051	0.738815546	1.6307	1.2252	0.798344076	0.9419	0.8071	0.537832439	1.4903	1.1101	0.722030401	0.9523	1.2571	1.000782847	1.6306	1.8993	2.018575907	"-"	"kegg:protein_of_unknown_function_DUF839_uniprot:A0A2G4F4Z7_9CYAN_DUF839_domain-containing_protein_(TrEMBL)_pfam:DUF839"	"Prok_bin48_NODE_204_length_71609_cov_267.649_63"	"Prok_bin48"	0.0397051717265521	0.585638943582405	0.0645642510518987	0.0865906684365827	0.0706038129594951	0.0457611627935442	0.072545488237386	0.0363425979287966	0.0281024514077349	0.215284668289201	0.0389137832776361	0.030364621314234	0.037952000383864	0.0435400613344283	0.0280012924407179	1.06103851533333	1.21808135866667	0.762277479666667	1.10747680033333	1.070060949	0.229969455453619	0.0676518813965407	0.0456635125246392	0.0948543576270237	0.03649778471967
"359-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.761	0.9266	0.890186727	1.697	0.8748	1.088062286	1.1017	0.6255	1.114781976	1.5135	0.7474	0.830375552	1.2223	0.5145	1.208975792	1.4716	0.6462	1.457876682	"-"	"kegg:hypothetical_protein_uniprot:K9VJ01_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:-"	"Prok_bin48_NODE_208_length_70932_cov_264.378_10"	"Prok_bin48"	0.036005285609993	0.338080521539752	0.0777924065570434	0.0901112187017114	0.0504115373628521	0.0623678397522948	0.0848533436576369	0.0281654008232713	0.0582488225682473	0.218636076934648	0.0261995870837809	0.0349210215389227	0.0487123071187619	0.017819872370188	0.0338264038067995	0.859262242333333	1.21995409533333	0.947327325333333	1.030425184	0.981925264	0.150626071235596	0.0676301986056194	0.0570891890163852	0.0932522285191172	0.0334528610985831
"360-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.737	0.8833	0.887197793	1.7916	0.6267	1.025014162	0.9171	0.6599	0.57838583	1.3311	0.7467	0.551584721	1.3013	0.8567	1.105274081	1.0791	0.9295	1.207712412	"-"	"kegg:Peroxidase_uniprot:K9VHR9_9CYAN_Peroxidase_(TrEMBL)_pfam:1-cysPrx_C"	"Prok_bin48_NODE_208_length_70932_cov_264.378_16"	"Prok_bin48"	0.0348697706893099	0.322282025335704	0.0775312070110967	0.095134507616963	0.0361144381176262	0.0587539149385137	0.0706353830157201	0.0297143852970052	0.0302214193564056	0.192287071032514	0.0261750490707241	0.0231966149246428	0.0518606931634172	0.0296720790272887	0.0309248933092742	0.835832597666667	1.14777138733333	0.718461943333333	0.876461573666667	1.087758027	0.14489433434537	0.0633342868910343	0.0435237292230436	0.0805529116759603	0.0374858884999934
"361-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8665	1.1253	1.16249609	1.4658	0.9681	1.454255462	0.8396	0.7971	0.865579844	1.2938	1.0191	0.727315128	1.2792	1.0577	1.313477516	1.1473	1.0416	2.188106298	"-"	"kegg:hypothetical_protein_uniprot:F5UFD4_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:GATase"	"Prok_bin48_NODE_208_length_70932_cov_264.378_27"	"Prok_bin48"	0.0409968199488291	0.410578470633157	0.101589212365613	0.0778344280335702	0.0557880764986021	0.0833580694597436	0.0646663041980139	0.0358923117445716	0.0452276838317013	0.186898814891343	0.0357238415802531	0.0305868678205886	0.0509799421306718	0.0366337784372164	0.036750298179145	1.05143203	1.29605182066667	0.834093281333333	1.01340504266667	1.21679250533333	0.1843881676492	0.0723268579973053	0.0485954332580956	0.0844031747640615	0.0414546729156778
"362-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8412	1.9114	1.187115073	1.4328	1.7436	1.189493895	0.8655	0.7491	0.665794313	1.4606	1.0602	0.576729596	1.2559	1.4297	1.308826923	1.3517	0.6504	1.035311699	"-"	"kegg:hypothetical_protein_uniprot:A0A1Z4RRY9_9CHRO_Uncharacterized_protein_(TrEMBL)_pfam:SNase"	"Prok_bin48_NODE_208_length_70932_cov_264.378_40"	"Prok_bin48"	0.0397997979699423	0.697395973312198	0.103740637315535	0.0760821179468545	0.100477316581926	0.0681819097897609	0.0666611318287054	0.0337309380602918	0.0347886274085984	0.210994287393952	0.0371645734897305	0.0242540698549494	0.0500513675124381	0.0495181176436497	0.036620177429168	1.31323835766667	1.455297965	0.760131437666667	1.03250986533333	1.331475641	0.280312136199225	0.0815804481061805	0.0450602324325319	0.0908043102462107	0.0453965541950853
"363-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9015	0.855	0.790421903	1.2672	0.7989	1.067356467	1.183	0.705	0.714351356	1.165	0.9626	0.693366826	0.8817	1.1738	0.851125836	1.0127	0.7783	1.046318889	"-"	"kegg:-_uniprot:A0A1U7IY75_9CYAN_Lysozyme_(TrEMBL)_pfam:DUF2778"	"Prok_bin48_NODE_208_length_70932_cov_264.378_44"	"Prok_bin48"	0.0426527792081586	0.311956449294721	0.0690740719500392	0.0672887073298814	0.0460376968440587	0.0611809801230732	0.0911150998883402	0.0317451759878597	0.0373257966874689	0.168292718618345	0.0337432733835263	0.0291591892449171	0.0351383794376277	0.0406549391411597	0.0238139807343106	0.848973967666667	1.044485489	0.867450452	0.940322275333333	0.968875278666667	0.14122776681764	0.0581691280990044	0.053395357521223	0.077065060415596	0.033202433104366
"364-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8101	1.1718	0.993788779	1.6598	0.9733	1.128239155	0.9459	0.7771	0.714566112	1.4943	1.0545	0.836453438	1.2123	0.8761	1.051983237	1.726	1.1496	1.659274101	"-"	"kegg:ATPase_AAA-2_domain_protein_uniprot:K9VG78_9CYAN_ATPase_AAA-2_domain_protein_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_208_length_70932_cov_264.378_57"	"Prok_bin48"	0.0383283598852238	0.427544523138659	0.0868460721587413	0.088135887331232	0.0560877335565431	0.0646707819273726	0.0728535697247515	0.0349917393761217	0.0373370179705617	0.215862497366002	0.0369647639548394	0.035176623943649	0.0483137772396916	0.0303440042439683	0.029433848062316	0.991896259666667	1.25377971833333	0.812522037333333	1.12841781266667	1.04679441233333	0.184239651727542	0.0696314676050492	0.0483941090238116	0.0960012950881636	0.036030543181992
"365-Prok_bin48-photosystem"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6848	0.9864	0.94272548	0.9956	0.6197	0.776001215	1.1064	0.7107	0.70955652	0.8364	0.7144	0.873266578	1.2316	1.2522	1.333929777	0.548	0.3767	0.77610898	"photosystem"	"kegg:Photosystem_Q(B)_protein_uniprot:F5UCM8_9CYAN_Photosystem_II_protein_D1_(TrEMBL)_pfam:DUF4064"	"Prok_bin48_NODE_2092_length_15944_cov_256.062_5"	"Prok_bin48"	0.0324000257368242	0.359899229923173	0.0823837084821462	0.0528666643131549	0.0357110536165517	0.0444804677521063	0.0852153394052913	0.032001839112868	0.0370752602082105	0.120824059959128	0.025042795039675	0.0367247818244525	0.0490829399062973	0.043370348264236	0.037322539942732	0.871308493333333	0.797100405	0.84221884	0.808022192666667	1.27257659233333	0.158227654714048	0.0443527285606043	0.0514308129087899	0.060863878941085	0.0432586093710884
"366-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7899	1.2453	0	1.3331	0.9531	0	1.3162	0.7054	0	1.6902	0.8897	0	1.1385	0.9179	0	1.2585	1.0412	0	"-"	"kegg:glucose-1-phosphate_cytidylyltransferase_uniprot:K9VID7_9CYAN_Glucose-1-phosphate_cytidylyltransferase_(TrEMBL)_pfam:IspD"	"Prok_bin48_NODE_216_length_69416_cov_255.859_17"	"Prok_bin48"	0.0373726348269822	0.454361831937679	0	0.0707880174727469	0.0549236811391567	0	0.101374213417611	0.0317631874352287	0	0.24416167640234	0.0311878145951832	0	0.0453726267321528	0.0317917606386697	0	0.6784	0.762066666666667	0.673866666666667	0.859966666666667	0.685466666666667	0.163911488921554	0.0419038995373012	0.0443791336176131	0.0917831636658411	0.0257214624569409
"367-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.856	0.9616	1.012660265	1.8575	0.89	1.155629873	0.8644	0.6854	0.745433748	1.4636	1.1739	0.757694662	1.4287	0.9054	1.224838972	1.188	1.2674	1.470225573	"-"	"kegg:2-phosphosulfolactate_phosphatase_uniprot:F5UEY1_9CYAN_Probable_2-phosphosulfolactate_phosphatase_(TrEMBL)_pfam:2-ph_phosp"	"Prok_bin48_NODE_216_length_69416_cov_255.859_30"	"Prok_bin48"	0.0405000321710302	0.350850668586905	0.08849522987669	0.0986338177598285	0.0512874579937567	0.0662408206401419	0.0665764094196799	0.0308626150667788	0.0389498924977556	0.211427659201553	0.0411502478962409	0.0318644636729728	0.0569379638227727	0.0313588191330772	0.0342702458885771	0.943420088333333	1.301043291	0.765077916	1.131731554	1.18631299066667	0.159948643544875	0.0720540321312424	0.0454629723280714	0.0948141235902556	0.0408556762814757
"368-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0584	1.005	0.972605169	1.6136	0.9113	1.062498808	0.9905	0.5676	0.643733382	1.4402	0.6056	0.967335045	1.1606	0.7616	0.880255282	1.9217	2.6691	1.211333036	"-"	"kegg:ATP-dependent_Clp_protease_proteolytic_subunit_ClpP_uniprot:K9VGM9_9CYAN_ATP-dependent_Clp_protease_proteolytic_subunit_(TrEMBL)_pfam:CLP_protease"	"Prok_bin48_NODE_216_length_69416_cov_255.859_40"	"Prok_bin48"	0.0500762080021243	0.366685650925374	0.0849948605516895	0.08568265320983	0.052514899404169	0.0609025386202461	0.0762886783088766	0.0255582438166088	0.0336359147857049	0.208047359102266	0.0212288867245621	0.0406807833641516	0.0462533777648982	0.0263782600527409	0.0246290048312235	1.012001723	1.19579960266667	0.733944460666667	1.00437834833333	0.934151760666667	0.167252239826396	0.0663666970780817	0.0451609456370634	0.0899856763969933	0.0324202142162875
"369-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.3698	1.2044	1.045469165	0.8656	1.0857	1.172384143	0.6016	0.8155	0.94342792	2.1894	1.2321	0.696185648	0.8723	1.0889	1.243504882	0.7404	1.2685	1.243145943	"-"	"kegg:ATP-dependent_Clp_protease_proteolytic_subunit_uniprot:A0A2G4F2Q5_9CYAN_ATP-dependent_Clp_protease_proteolytic_subunit_(TrEMBL)_pfam:CLP_protease"	"Prok_bin48_NODE_216_length_69416_cov_255.859_41"	"Prok_bin48"	0.0648095140979874	0.439439002959721	0.091362362367073	0.0459636245776084	0.0625649361166535	0.0672011770829409	0.046335455699768	0.0367208383235455	0.0492953480600682	0.316274745187128	0.0431904084103913	0.0292777333705712	0.0347637613513016	0.0377144004351753	0.0347925066428945	1.20655638833333	1.04122804766667	0.78684264	1.37256188266667	1.06823496066667	0.198536959808261	0.0585765792590676	0.0441172140277939	0.129580962322697	0.0357568894764572
