contig,count.0.3.km,count.0.5.km,count.0.6.km,count.0.7.km,count.0.9.km,count.1.1.km,count.2.7.km,count.10.1.km,count.15.1.km,count.33.9.km,coverage.0.3.km,coverage.0.5.km,coverage.0.6.km,coverage.0.7.km,coverage.0.9.km,coverage.1.1.km,coverage.2.7.km,coverage.10.1.km,coverage.15.1.km,coverage.33.9.km,dataset.order,bin.number,lineage,annotation.1,annotation.2,hypothetical,gene.length,gc.gene,gc.contig,core.gene.percent
bin11;contig-14031-gene-6;Gammaproteobacteria-Cellvibrionales;Heme/copper-type_cytochrome/quinol_oxidase_subunit_3;OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,7,6,2,1,5,1,9,13,4,0,101.3073826,418.6114094,57.84496644,112.9375839,143.0852349,30.55637584,95.27919463,25.54295302,21.8738255,15.02483221,330,bin11,Gammaproteobacteria-Cellvibrionales,Heme/copper-type_cytochrome/quinol_oxidase_subunit_3,OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,known,405,45.7,45.9,30
bin1;contig-14036-gene-5;Gammaproteobacteria-Thiotrichaceae;Nitrous_oxide_reductase;Nitrogen:nitrous_oxide,14,21,4,178,26,3,71,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,331,bin1,Gammaproteobacteria-Thiotrichaceae,Nitrous_oxide_reductase,Nitrogen:nitrous_oxide,known,2292,39,39,83
bin2;contig-1406-gene-3;Gammaproteobacteria;DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32);-,1,1,1,13,1,1,5,0,0,0,9.044358081,16.73452626,4.61503707,69.14714372,17.43534292,0.78650599,18.54470948,0.380739125,0.48212769,0.517589194,332,bin2,Gammaproteobacteria,DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32),-,known,912,32.9,33,10
bin2;contig-1406-gene-4;Gammaproteobacteria;FOG:_LysM_repeat;-,0,0,0,25,4,0,4,0,0,0,9.044358081,16.73452626,4.61503707,69.14714372,17.43534292,0.78650599,18.54470948,0.380739125,0.48212769,0.517589194,333,bin2,Gammaproteobacteria,FOG:_LysM_repeat,-,known,882,32.5,32.7,10
bin2;contig-1406-gene-5;Gammaproteobacteria;FOG:_LysM_repeat;-,6,6,0,42,4,0,7,0,0,0,9.044358081,16.73452626,4.61503707,69.14714372,17.43534292,0.78650599,18.54470948,0.380739125,0.48212769,0.517589194,334,bin2,Gammaproteobacteria,FOG:_LysM_repeat,-,known,1188,34.8,34.8,10
bin17;contig-14062-gene-2;Gammaproteobacteria;Stage_II_sporulation_protein_E_(SpoIIE);-,0,0,1,0,0,3,0,21,2,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,335,bin17,Gammaproteobacteria,Stage_II_sporulation_protein_E_(SpoIIE),-,known,1746,44.2,44.1,31
bin15;contig-1407-gene-11;Gammaproteobacteria-Cellvibrionales;-;-,0,0,0,0,0,1,0,13,2,0,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,336,bin15,Gammaproteobacteria-Cellvibrionales,-,-,hypothetical,948,54.3,54.3,80
bin15;contig-1407-gene-9;Gammaproteobacteria-Cellvibrionales;Ribosomal_protein_S6;-,6,2,5,0,1,14,0,12,2,0,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,337,bin15,Gammaproteobacteria-Cellvibrionales,Ribosomal_protein_S6,-,known,537,51.6,51.6,80
bin1;contig-14085-gene-3;Gammaproteobacteria-Thiotrichaceae;FOG:_GGDEF_domain;-,2,0,0,11,2,1,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,338,bin1,Gammaproteobacteria-Thiotrichaceae,FOG:_GGDEF_domain,-,known,1617,32.1,32.1,83
bin15;contig-1409-gene-2;Gammaproteobacteria-Cellvibrionales;F0F1-type_ATP_synthase_beta_subunit;OP:_F-type_H+-transporting_ATPase_EC:3.6.3.14,62,76,11,10,35,10,42,54,38,9,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,339,bin15,Gammaproteobacteria-Cellvibrionales,F0F1-type_ATP_synthase_beta_subunit,OP:_F-type_H+-transporting_ATPase_EC:3.6.3.14,known,1386,50.3,50.3,80
bin15;contig-1409-gene-4;Gammaproteobacteria-Cellvibrionales;F0F1-type_ATP_synthase_alpha_subunit;OP:_F-type_H+-transporting_ATPase_EC:3.6.3.14,5,1,2,2,2,6,2,12,2,0,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,340,bin15,Gammaproteobacteria-Cellvibrionales,F0F1-type_ATP_synthase_alpha_subunit,OP:_F-type_H+-transporting_ATPase_EC:3.6.3.14,known,1545,51.1,51.2,80
bin10;contig-14096-gene-2;Gammaproteobacteria;Acyl-CoA_dehydrogenases;-,3,4,1,0,1,0,12,0,0,0,42.90822256,34.745931,12.97469049,6.344981193,7.543381052,3.883510442,17.77241488,1.940106922,1.61959163,1.63061072,341,bin10,Gammaproteobacteria,Acyl-CoA_dehydrogenases,-,known,1770,42.9,42.9,17
bin1;contig-141-gene-1;Gammaproteobacteria-Thiotrichaceae;-;-,2,0,1,90,2,2,15,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,342,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1800,34.8,34.8,83
bin1;contig-141-gene-2;Gammaproteobacteria-Thiotrichaceae;-;-,1,0,0,11,0,2,2,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,343,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1722,30.9,30.9,83
bin1;contig-141-gene-5;Gammaproteobacteria-Thiotrichaceae;-;-,8,0,1,192,6,0,26,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,344,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,7113,34.4,34.4,83
bin22;contig-14122-gene-4;Gammaproteobacteria;Cytochrome_b_subunit_of_the_bc_complex;OP:_Cytochrome_bc1_complex_EC:1.10.2.2,11,4,2,1,8,6,3,5,10,0,18.0509434,20.41572327,13.26022013,11.44606918,28.63726415,12.7418239,9.297327044,9.460691824,11.72955975,7.818396226,345,bin22,Gammaproteobacteria,Cytochrome_b_subunit_of_the_bc_complex,OP:_Cytochrome_bc1_complex_EC:1.10.2.2,known,1242,49.7,49.6,42
bin7;contig-1418-gene-11;Gammaproteobacteria-Colwellia;ATPases_with_chaperone_activity_ATP-binding_subunit;-,1,1,2,1,12,30,2,9,8,8,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,346,bin7,Gammaproteobacteria-Colwellia,ATPases_with_chaperone_activity_ATP-binding_subunit,-,known,2256,38.3,38.3,57
bin7;contig-1418-gene-8;Gammaproteobacteria-Colwellia;Isocitrate_dehydrogenases;-,0,1,0,1,0,2,1,17,13,2,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,347,bin7,Gammaproteobacteria-Colwellia,Isocitrate_dehydrogenases,-,known,1251,38.3,38.3,57
bin12;contig-14181-gene-2;Gammaproteobacteria-Cellvibrionales;2-oxoglutarate_dehydrogenase_complex_dehydrogenase_(E1)_component_and_related_enzymes;-,15,9,10,3,15,17,14,17,10,1,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,348,bin12,Gammaproteobacteria-Cellvibrionales,2-oxoglutarate_dehydrogenase_complex_dehydrogenase_(E1)_component_and_related_enzymes,-,known,2835,54.2,54.1,13
bin16;contig-14190-gene-1;Gammaproteobacteria;-;-,2,0,1,6,18,2,2,0,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,349,bin16,Gammaproteobacteria,-,-,hypothetical,654,41.3,41.3,38
bin45;contig-14195-gene-3;Bacteroidetes;Fatty_acid/phospholipid_biosynthesis_enzyme;-,22,7,0,6,8,0,5,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,350,bin45,Bacteroidetes,Fatty_acid/phospholipid_biosynthesis_enzyme,-,known,1011,52.3,52.4,93
bin31;contig-14199-gene-2;Alphaproteobacteria;Uncharacterized_protein_conserved_in_bacteria;-,14,3,2,2,3,0,0,0,5,0,3.844577113,16.04623084,2.718860929,7.348762833,6.094341509,1.406887311,3.937648415,1.34180956,2.107561304,1.261643512,351,bin31,Alphaproteobacteria,Uncharacterized_protein_conserved_in_bacteria,-,known,1494,50.9,50.9,42
bin1;contig-1420-gene-10;Gammaproteobacteria-Thiotrichaceae;14-alpha-glucan_branching_enzyme;-,3,2,1,11,3,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,352,bin1,Gammaproteobacteria-Thiotrichaceae,14-alpha-glucan_branching_enzyme,-,known,2271,36.4,36.4,83
bin1;contig-1420-gene-7;Gammaproteobacteria-Thiotrichaceae;Methyl-accepting_chemotaxis_protein;-,5,5,0,18,2,0,11,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,353,bin1,Gammaproteobacteria-Thiotrichaceae,Methyl-accepting_chemotaxis_protein,-,known,2100,33.7,33.7,83
bin1;contig-1420-gene-8;Gammaproteobacteria-Thiotrichaceae;Hpt_domain;-,4,1,0,17,4,0,9,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,354,bin1,Gammaproteobacteria-Thiotrichaceae,Hpt_domain,-,known,1671,33.9,33.9,83
bin1;contig-14208-gene-3;Gammaproteobacteria-Thiotrichaceae;Cystathionine_beta-lyases/cystathionine_gamma-synthases;-,0,0,2,10,1,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,355,bin1,Gammaproteobacteria-Thiotrichaceae,Cystathionine_beta-lyases/cystathionine_gamma-synthases,-,known,1182,38.1,38.1,83
bin17;contig-14224-gene-1;Gammaproteobacteria;Exoribonuclease_R;-,0,0,0,0,0,2,0,18,2,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,356,bin17,Gammaproteobacteria,Exoribonuclease_R,-,known,2334,48.1,48,31
bin43;contig-14235-gene-1;Bacteroidetes;ATP-dependent_protease_Clp_ATPase_subunit;-,8,6,0,20,3,0,0,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,357,bin43,Bacteroidetes,ATP-dependent_protease_Clp_ATPase_subunit,-,known,1173,42,42,69
bin45;contig-1424-gene-1;Bacteroidetes;Pyruvate:ferredoxin_oxidoreductase_and_related_2-oxoacid:ferredoxin_oxidoreductases_alpha_subunit;-,36,35,1,38,25,0,44,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,358,bin45,Bacteroidetes,Pyruvate:ferredoxin_oxidoreductase_and_related_2-oxoacid:ferredoxin_oxidoreductases_alpha_subunit,-,known,3573,53.8,53.8,93
bin45;contig-1424-gene-8;Bacteroidetes;-;-,6,23,1,15,7,0,23,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,359,bin45,Bacteroidetes,-,-,hypothetical,1113,50.6,50.6,93
bin17;contig-14246-gene-1;Gammaproteobacteria;ABC-type_branched-chain_amino_acid_transport_systems_periplasmic_component;-,0,0,1,2,5,5,0,33,1,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,360,bin17,Gammaproteobacteria,ABC-type_branched-chain_amino_acid_transport_systems_periplasmic_component,-,known,993,42.8,42.8,31
bin17;contig-14246-gene-2;Gammaproteobacteria;Branched-chain_amino_acid_ABC-type_transport_system_permease_components;-,0,1,0,0,1,6,0,43,5,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,361,bin17,Gammaproteobacteria,Branched-chain_amino_acid_ABC-type_transport_system_permease_components,-,known,1683,43.5,43.5,31
bin17;contig-14246-gene-3;Gammaproteobacteria;ABC-type_branched-chain_amino_acid_transport_system_permease_component;-,0,0,0,0,0,0,0,38,0,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,362,bin17,Gammaproteobacteria,ABC-type_branched-chain_amino_acid_transport_system_permease_component,-,known,1089,44.9,44.9,31
bin16;contig-14259-gene-3;Gammaproteobacteria;-;-,7,3,6,5,11,3,4,11,3,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,363,bin16,Gammaproteobacteria,-,-,hypothetical,1863,44.7,44.7,38
bin13;contig-14270-gene-2;Gammaproteobacteria;Ferredoxin;-,16,6,2,3,5,2,7,0,0,1,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,364,bin13,Gammaproteobacteria,Ferredoxin,-,known,321,50.2,50.2,14
bin2;contig-1429-gene-7;Gammaproteobacteria;Glutamine_synthetase;-,6,7,1,18,8,3,7,0,0,0,9.044358081,16.73452626,4.61503707,69.14714372,17.43534292,0.78650599,18.54470948,0.380739125,0.48212769,0.517589194,365,bin2,Gammaproteobacteria,Glutamine_synthetase,-,known,1410,35.5,35.5,10
bin17;contig-14293-gene-2;Gammaproteobacteria;Ribosomal_protein_S21;-,10,0,6,3,3,4,0,13,9,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,366,bin17,Gammaproteobacteria,Ribosomal_protein_S21,-,known,216,48.6,48.6,31
bin12;contig-14301-gene-6;Gammaproteobacteria-Cellvibrionales;3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes;Sulfur_metabolism,2,0,10,0,9,4,0,6,1,0,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,367,bin12,Gammaproteobacteria-Cellvibrionales,3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes,Sulfur_metabolism,known,672,54.8,54.8,13
bin45;contig-14303-gene-5;Bacteroidetes;-;-,9,10,1,2,16,0,25,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,368,bin45,Bacteroidetes,-,-,hypothetical,351,45.3,45.3,93
bin16;contig-14312-gene-2;Gammaproteobacteria;3-hydroxyacyl-CoA_dehydrogenase;Beta_oxidation_step_2_and_3,6,10,21,25,33,5,12,4,6,4,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,369,bin16,Gammaproteobacteria,3-hydroxyacyl-CoA_dehydrogenase,Beta_oxidation_step_2_and_3,known,2148,44.7,44.7,38
bin16;contig-14312-gene-3;Gammaproteobacteria;Acetyl-CoA_acetyltransferase;Beta_oxidation_step_4,4,10,15,17,19,3,12,4,2,2,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,370,bin16,Gammaproteobacteria,Acetyl-CoA_acetyltransferase,Beta_oxidation_step_4,known,942,46.1,46.1,38
bin3;contig-1434-gene-2;Gammaproteobacteria-Thiotrichaceae;Arylsulfatase_A_and_related_enzymes;-,0,2,0,3,13,0,0,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,371,bin3,Gammaproteobacteria-Thiotrichaceae,Arylsulfatase_A_and_related_enzymes,-,known,2145,35.3,35.3,76
bin7;contig-1435-gene-7;Gammaproteobacteria-Colwellia;HD-GYP_domain;-,2,0,0,0,0,2,0,16,15,1,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,372,bin7,Gammaproteobacteria-Colwellia,HD-GYP_domain,-,known,1065,34.2,34.1,57
bin7;contig-14352-gene-2;Gammaproteobacteria-Colwellia;Uncharacterized_conserved_protein_-_COG0316;-,1,0,0,0,0,5,1,13,7,23,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,373,bin7,Gammaproteobacteria-Colwellia,Uncharacterized_conserved_protein_-_COG0316,-,known,324,39.2,39.2,57
bin21;contig-1436-gene-7;Gammaproteobacteria-Thiotrichales;UDP-3-O-acyl-N-acetylglucosamine_deacetylase;-,14,7,2,2,12,3,2,0,1,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,374,bin21,Gammaproteobacteria-Thiotrichales,UDP-3-O-acyl-N-acetylglucosamine_deacetylase,-,known,912,45.2,45.3,80
bin1;contig-144-gene-13;Gammaproteobacteria-Thiotrichaceae;-;-,4,0,0,10,3,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,375,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1356,27.4,27.5,83
bin1;contig-144-gene-15;Gammaproteobacteria-Thiotrichaceae;Cytochrome_c553;-,22,16,9,100,16,4,48,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,376,bin1,Gammaproteobacteria-Thiotrichaceae,Cytochrome_c553,-,known,333,35.1,35.1,83
bin1;contig-144-gene-17;Gammaproteobacteria-Thiotrichaceae;Choline_dehydrogenase_and_related_flavoproteins;-,2,3,0,19,2,1,7,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,377,bin1,Gammaproteobacteria-Thiotrichaceae,Choline_dehydrogenase_and_related_flavoproteins,-,known,1407,34.9,35,83
bin1;contig-144-gene-18;Gammaproteobacteria-Thiotrichaceae;-;-,9,3,4,36,4,1,18,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,378,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1071,30.1,30.2,83
bin1;contig-144-gene-21;Gammaproteobacteria-Thiotrichaceae;Thioredoxin_domain-containing_protein;-,12,5,0,23,4,4,14,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,379,bin1,Gammaproteobacteria-Thiotrichaceae,Thioredoxin_domain-containing_protein,-,known,375,35.2,35.2,83
bin17;contig-14452-gene-4;Gammaproteobacteria;ABC-type_bacteriocin/lantibiotic_exporters_contain_an_N-terminal_double-glycine_peptidase_domain;-,0,0,0,0,0,0,0,15,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,380,bin17,Gammaproteobacteria,ABC-type_bacteriocin/lantibiotic_exporters_contain_an_N-terminal_double-glycine_peptidase_domain,-,known,1569,44.9,44.9,31
bin1;contig-1446-gene-4;Gammaproteobacteria-Thiotrichaceae;Homoserine_dehydrogenase;-,3,1,0,11,0,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,381,bin1,Gammaproteobacteria-Thiotrichaceae,Homoserine_dehydrogenase,-,known,1413,33.2,33.2,83
bin1;contig-1446-gene-6;Gammaproteobacteria-Thiotrichaceae;-;-,1,2,0,20,4,0,6,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,382,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1749,30.4,30.4,83
bin1;contig-1446-gene-9;Gammaproteobacteria-Thiotrichaceae;-;-,2,1,0,18,1,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,383,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,267,25.5,25.5,83
bin16;contig-1448-gene-7;Gammaproteobacteria;Glutamate_synthase_domain_2;-,18,6,5,14,31,12,8,4,5,1,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,384,bin16,Gammaproteobacteria,Glutamate_synthase_domain_2,-,known,4608,45.5,45.5,38
bin17;contig-14484-gene-1;Gammaproteobacteria;Chemotaxis_signal_transduction_protein;-,1,0,0,0,0,9,0,20,18,1,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,385,bin17,Gammaproteobacteria,Chemotaxis_signal_transduction_protein,-,known,486,43.4,43.4,31
bin17;contig-14484-gene-2;Gammaproteobacteria;Protein_of_unknown_function_(DUF2802);-,1,0,0,1,0,2,0,76,12,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,386,bin17,Gammaproteobacteria,Protein_of_unknown_function_(DUF2802),-,known,414,46.1,46.1,31
bin17;contig-14484-gene-3;Gammaproteobacteria;-;-,0,0,0,0,0,3,0,26,8,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,387,bin17,Gammaproteobacteria,-,-,hypothetical,669,46.8,46.8,31
bin17;contig-14484-gene-4;Gammaproteobacteria;Dehydrogenases_with_different_specificities_(related_to_short-chain_alcohol_dehydrogenases);-,0,0,0,0,1,0,0,28,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,388,bin17,Gammaproteobacteria,Dehydrogenases_with_different_specificities_(related_to_short-chain_alcohol_dehydrogenases),-,known,768,48.6,48.3,31
bin17;contig-14516-gene-1;Gammaproteobacteria;Thrombospondin_type_3_repeat;-,1,0,1,0,2,0,0,14,5,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,389,bin17,Gammaproteobacteria,Thrombospondin_type_3_repeat,-,known,3795,50.5,50.5,31
bin7;contig-1457-gene-4;Gammaproteobacteria-Colwellia;Dipeptide/tripeptide_permease;-,0,0,0,1,3,5,2,2,7,13,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,390,bin7,Gammaproteobacteria-Colwellia,Dipeptide/tripeptide_permease,-,known,1440,39,39,57
bin1;contig-14578-gene-3;Gammaproteobacteria-Thiotrichaceae;Predicted_NADH:ubiquinone_oxidoreductase_subunit_RnfC_-_COG4656;-,1,3,2,14,1,2,7,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,391,bin1,Gammaproteobacteria-Thiotrichaceae,Predicted_NADH:ubiquinone_oxidoreductase_subunit_RnfC_-_COG4656,-,known,1338,39.5,39.6,83
bin16;contig-14588-gene-4;Gammaproteobacteria;3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes;Sulfur_metabolism,2,1,2,5,10,0,0,0,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,392,bin16,Gammaproteobacteria,3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase_(PAPS_reductase)/FAD_synthetase_and_related_enzymes,Sulfur_metabolism,known,726,45.2,45.3,38
bin30;contig-146-gene-24;Alphaproteobacteria;-;-,33,9,12,15,13,11,7,12,5,1,8.186881749,20.39461832,7.599866396,15.72932536,7.180479482,4.401159905,4.840770803,1.339814479,1.622045524,1.936934681,393,bin30,Alphaproteobacteria,-,-,hypothetical,1101,46,46,97
bin7;contig-1460-gene-4;Gammaproteobacteria-Colwellia;Phosphoribosylpyrophosphate_synthetase;-,2,1,1,6,4,3,2,6,5,15,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,394,bin7,Gammaproteobacteria-Colwellia,Phosphoribosylpyrophosphate_synthetase,-,known,972,40,40.1,57
